first_name,last_name,company_name,address,city,phone,aadhar,doctor,gender,disease,prescriptio roomno,
Wynell,Dorshorst,"Haehnel, Craig W Esq",94290 S Buchanan St,Pacifica,9181388172,646082703231,DR.Ramesh,male,viralfever,ibuprofen,102
Quentin,Birkner,Spoor Behrins Campbell & Young,7061 N 2nd St,Burnsville,7316078532,960439918656,DR.Rajesh,female,lupus,hydroxychloroquine,103
Regenia,Kannady,Ken Jeter Store Equipment Inc,10759 Main St,Scottsdale,8267490719,606702978513,DR.Apuroop,female,cancer,Abemaciclib,100
Sheron,Louissant,"Potter, Brenda J Cpa",97 E 3rd St #9,Long Island City,7648538829,129641038965,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Izetta,Funnell,Baird Kurtz & Dobson,82 Winsor St #54,Atlanta,9141357533,181875129289,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Rodolfo,Butzen,"Minor, Cynthia A Esq",41 Steel Ct,Northfield,9628381114,443445578680,DR.RaviKumar,male,heart attack,Thrombolytics,105
Zona,Colla,"Solove, Robert A Esq",49440 Dearborn St,Norwalk,9289905378,201808173402,DR.RaviKumar,female,heart attack,Thrombolytics,106
Serina,Zagen,Mark Ii Imports Inc,7 S Beverly Dr,Fort Wayne,9644789680,260445131417,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Paz,Sahagun,White Sign Div Ctrl Equip Co,919 Wall Blvd,Meridian,7661372735,690916524286,DR.Ramesh,female,asthma,Budesonide,110
Markus,Lukasik,M & M Store Fixtures Co Inc,89 20th St E #779,Sterling Heights,7983468359,557844091590,DR.Ramesh,male,asthma,Budesonide,109
Jaclyn,Bachman,Judah Caster & Wheel Co,721 Interstate 45 S,Colorado Springs,6066053403,952446558874,DR.Ramesh,male,viralfever,ibuprofen,102
Cyril,Daufeldt,Galaxy International Inc,3 Lawton St,New York,7434015167,856804759979,DR.Rajesh,female,lupus,hydroxychloroquine,103
Gayla,Schnitzler,Sigma Corp Of America,38 Pleasant Hill Rd,Hayward,9555518253,93054192893,DR.Apuroop,female,cancer,Abemaciclib,100
Erick,Nievas,"Soward, Anne Esq",45 E Acacia Ct,Chicago,6014841685,103328750252,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Jennie,Drymon,"Osborne, Michelle M Esq",63728 Poway Rd #1,Scranton,9560587331,194761595889,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Mitsue,Scipione,Students In Free Entrprs Natl,77 222 Dr,Oroville,6968322515,308449348207,DR.RaviKumar,male,heart attack,Thrombolytics,105
Ciara,Ventura,"Johnson, Robert M Esq",53 W Carey St,Port Jervis,6237354296,505640395995,DR.RaviKumar,female,heart attack,Thrombolytics,106
Galen,Cantres,Del Charro Apartments,617 Nw 36th Ave,Brook Park,9611433310,465033361920,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Truman,Feichtner,Legal Search Inc,539 Coldwater Canyon Ave,Bloomfield,6896545527,841638222304,DR.Ramesh,female,asthma,Budesonide,110
Gail,Kitty,Service Supply Co Inc,735 Crawford Dr,Anchorage,7092640167,781366380934,DR.Ramesh,male,asthma,Budesonide,109
Dalene,Schoeneck,"Sameshima, Douglas J Esq",910 Rahway Ave,Philadelphia,9951616741,896391451447,DR.Ramesh,male,viralfever,ibuprofen,102
Gertude,Witten,"Thompson, John Randolph Jr",7 Tarrytown Rd,Cincinnati,9491528525,508758346110,DR.Rajesh,female,lupus,hydroxychloroquine,103
Lizbeth,Kohl,E T Balancing Co Inc,35433 Blake St #588,Gardena,6649537735,217655036927,DR.Apuroop,female,cancer,Abemaciclib,100
Glenn,Berray,"Griswold, John E Esq",29 Cherry St #7073,Des Moines,7799199667,638435761933,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Lashandra,Klang,Acqua Group,810 N La Brea Ave,King of Prussia,8451054530,88690567108,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Lenna,Newville,"Brooks, Morris J Jr",987 Main St,Raleigh,9615001401,552989008287,DR.RaviKumar,male,heart attack,Thrombolytics,105
Laurel,Pagliuca,Printing Images Corp,36 Enterprise St Se,Richland,6146700104,376679858794,DR.RaviKumar,female,heart attack,Thrombolytics,106
Mireya,Frerking,Roberts Supply Co Inc,8429 Miller Rd,Pelham,7891581058,606814270565,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Annelle,Tagala,Vico Products Mfg Co,5 W 7th St,Parkville,8311259264,749157390658,DR.Ramesh,female,asthma,Budesonide,110
Dean,Ketelsen,J M Custom Design Millwork,2 Flynn Rd,Hicksville,8645892371,528161886340,DR.Ramesh,male,asthma,Budesonide,109
Levi,Munis,Farrell & Johnson Office Equip,2094 Ne 36th Ave,Worcester,8628784662,747488274971,DR.Ramesh,male,viralfever,ibuprofen,102
Sylvie,Ryser,Millers Market & Deli,649 Tulane Ave,Tulsa,8223644876,517905817289,DR.Rajesh,female,lupus,hydroxychloroquine,103
Sharee,Maile,Holiday Inn Naperville,2094 Montour Blvd,Muskegon,9195536143,155742480931,DR.Apuroop,female,cancer,Abemaciclib,100
Cordelia,Storment,"Burrows, Jon H Esq",393 Hammond Dr,Lafayette,6005977573,773608416384,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Mollie,Mcdoniel,Dock Seal Specialty,8590 Lake Lizzie Dr,Bowling Green,6467891026,708989443385,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Brett,Mccullan,Five Star Limousines Of Tx Inc,87895 Concord Rd,La Mesa,9886845111,574998619574,DR.RaviKumar,male,heart attack,Thrombolytics,105
Teddy,Pedrozo,"Barkan, Neal J Esq",46314 Route 130,Bridgeport,9253048963,196640394141,DR.RaviKumar,female,heart attack,Thrombolytics,106
Tasia,Andreason,"Campbell, Robert A",4 Cowesett Ave,Kearny,8622047789,622077025855,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Hubert,Walthall,"Dee, Deanna",95 Main Ave #2,Barberton,6694892009,648463562477,DR.Ramesh,female,asthma,Budesonide,110
Arthur,Farrow,"Young, Timothy L Esq",28 S 7th St #2824,Englewood,7863949780,39828474008,DR.Ramesh,male,asthma,Budesonide,109
Vilma,Berlanga,"Wells, D Fred Esq",79 S Howell Ave,Grand Rapids,6379327131,930721415125,DR.Ramesh,male,viralfever,ibuprofen,102
Billye,Miro,"Gray, Francine H Esq",36 Lancaster Dr Se,Pearl,8738232169,711605830586,DR.Rajesh,female,lupus,hydroxychloroquine,103
Glenna,Slayton,Toledo Iv Care,2759 Livingston Ave,Memphis,8447682670,416957820754,DR.Apuroop,female,cancer,Abemaciclib,100
Mitzie,Hudnall,Cangro Transmission Co,17 Jersey Ave,Englewood,8227573071,127003727208,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Bernardine,Rodefer,Sat Poly Inc,2 W Grand Ave,Memphis,9276173052,540980992592,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Staci,Schmaltz,Midwest Contracting & Mfg Inc,18 Coronado Ave #563,Pasadena,8599216571,768690396232,DR.RaviKumar,male,heart attack,Thrombolytics,105
Nichelle,Meteer,Print Doctor,72 Beechwood Ter,Chicago,7698743719,515515364633,DR.RaviKumar,female,heart attack,Thrombolytics,106
Janine,Rhoden,Nordic Group Inc,92 Broadway,Astoria,7558965295,160708837678,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Ettie,Hoopengardner,Jackson Millwork Co,39 Franklin Ave,Richland,7285375398,285648147609,DR.Ramesh,female,asthma,Budesonide,110
Eden,Jayson,Harris Corporation,4 Iwaena St,Baltimore,6244002546,837719912969,DR.Ramesh,male,asthma,Budesonide,109
Lynelle,Auber,United Cerebral Palsy Of Ne Pa,32820 Corkwood Rd,Newark,6096675010,640116901233,DR.Ramesh,male,viralfever,ibuprofen,102
Merissa,Tomblin,One Day Surgery Center Inc,34 Raritan Center Pky,Bellflower,7754514672,685683231321,DR.Rajesh,female,lupus,hydroxychloroquine,103
Golda,Kaniecki,Calaveras Prospect,6201 S Nevada Ave,Toms River,7178141262,756288370071,DR.Apuroop,female,cancer,Abemaciclib,100
Catarina,Gleich,"Terk, Robert E Esq",78 Maryland Dr #146,Denville,9938428507,168385394955,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Virgie,Kiel,"Cullen, Terrence P Esq",76598 Rd  I 95 #1,Denver,7359895417,99307520534,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Jolene,Ostolaza,Central Die Casting Mfg Co Inc,1610 14th St Nw,Newport News,7622078215,554076815275,DR.RaviKumar,male,heart attack,Thrombolytics,105
Keneth,Borgman,Centerline Engineering,86350 Roszel Rd,Phoenix,9701696836,266859677376,DR.RaviKumar,female,heart attack,Thrombolytics,106
Rikki,Nayar,Targan & Kievit Pa,1644 Clove Rd,Miami,9905447993,954689475594,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Elke,Sengbusch,Riley Riper Hollin & Colagreco,9 W Central Ave,Phoenix,9174551551,940183772371,DR.Ramesh,female,asthma,Budesonide,110
Hoa,Sarao,"Kaplan, Joel S Esq",27846 Lafayette Ave,Oak Hill,7993651018,564354024367,DR.Ramesh,male,asthma,Budesonide,109
Trinidad,Mcrae,Water Office,10276 Brooks St,San Francisco,6870246778,225183663262,DR.Ramesh,male,viralfever,ibuprofen,102
Mari,Lueckenbach,"Westbrooks, Nelson E Jr",1 Century Park E,San Diego,9551880891,682216783889,DR.Rajesh,female,lupus,hydroxychloroquine,103
Selma,Husser,Armon Communications,9 State Highway 57 #22,Jersey City,7731140626,139533543537,DR.Apuroop,female,cancer,Abemaciclib,100
Antione,Onofrio,Jacobs & Gerber Inc,4 S Washington Ave,San Bernardino,6298340561,657178732604,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Luisa,Jurney,Forest Fire Laboratory,25 Se 176th Pl,Cambridge,9861373573,244327525654,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Clorinda,Heimann,"Haughey, Charles Jr",105 Richmond Valley Rd,Escondido,6072833876,675615891464,DR.RaviKumar,male,heart attack,Thrombolytics,105
Dick,Wenzinger,Wheaton Plastic Products,22 Spruce St #595,Gardena,8262175269,850498356330,DR.RaviKumar,female,heart attack,Thrombolytics,106
Ahmed,Angalich,Reese Plastics,2 W Beverly Blvd,Harrisburg,8281717279,51972195819,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Iluminada,Ohms,Nazette Marner Good Wendt,72 Southern Blvd,Mesa,9625258635,30376147079,DR.Ramesh,female,asthma,Budesonide,110
Joanna,Leinenbach,Levinson Axelrod Wheaton,1 Washington St,Lake Worth,9291817138,193336261105,DR.Ramesh,male,asthma,Budesonide,109
Caprice,Suell,"Egnor, W Dan Esq",90177 N 55th Ave,Nashville,6154561056,702972883697,DR.Ramesh,male,viralfever,ibuprofen,102
Stephane,Myricks,Portland Central Thriftlodge,9 Tower Ave,Burlington,8776366404,140277316267,DR.Rajesh,female,lupus,hydroxychloroquine,103
Quentin,Swayze,Ulbrich Trucking,278 Bayview Ave,Milan,7200563685,699377324448,DR.Apuroop,female,cancer,Abemaciclib,100
Annmarie,Castros,Tipiak Inc,80312 W 32nd St,Conroe,9064016420,479646229104,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Shonda,Greenbush,Saint George Well Drilling,82 Us Highway 46,Clifton,6266196421,949022181034,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Cecil,Lapage,"Hawkes, Douglas D",4 Stovall St #72,Union City,6941097949,806447046728,DR.RaviKumar,male,heart attack,Thrombolytics,105
Jeanice,Claucherty,Accurel Systems Intrntl Corp,19 Amboy Ave,Miami,6619113878,383362718830,DR.RaviKumar,female,heart attack,Thrombolytics,106
Josphine,Villanueva,Santa Cruz Community Internet,63 Smith Ln #8343,Moss,8681694638,503212742506,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Daniel,Perruzza,Gersh & Danielson,11360 S Halsted St,Santa Ana,8299378416,500988436244,DR.Ramesh,female,asthma,Budesonide,110
Cassi,Wildfong,"Cobb, James O Esq",26849 Jefferson Hwy,Rolling Meadows,8937537981,212187506346,DR.Ramesh,male,asthma,Budesonide,109
Britt,Galam,Wheatley Trucking Company,2500 Pringle Rd Se #508,Hatfield,8881319195,902386062013,DR.Ramesh,male,viralfever,ibuprofen,102
Adell,Lipkin,Systems Graph Inc Ab Dick Dlr,65 Mountain View Dr,Whippany,7174924437,281198014389,DR.Rajesh,female,lupus,hydroxychloroquine,103
Jacqueline,Rowling,John Hancock Mutl Life Ins Co,1 N San Saba,Erie,6351102208,513383630724,DR.Apuroop,female,cancer,Abemaciclib,100
Lonny,Weglarz,History Division Of State,51120 State Route 18,Salt Lake City,8967110843,525701933093,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Lonna,Diestel,"Dimmock, Thomas J Esq",1482 College Ave,Fayetteville,6597400380,651628744466,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Cristal,Samara,Intermed Inc,4119 Metropolitan Dr,Los Angeles,9443613562,602618296596,DR.RaviKumar,male,heart attack,Thrombolytics,105
Kenneth,Grenet,Bank Of New York,2167 Sierra Rd,East Lansing,8440087794,798700734178,DR.RaviKumar,female,heart attack,Thrombolytics,106
Elli,Mclaird,Sportmaster Intrnatl,6 Sunrise Ave,Utica,6159363541,638096378213,DR.Ramesh,male,cough&cold,Tessalon Perles,111
Alline,Jeanty,W W John Holden Inc,55713 Lake City Hwy,South Bend,8769894291,802074490053,DR.Ramesh,female,asthma,Budesonide,110
Sharika,Eanes,Maccani & Delp,75698 N Fiesta Blvd,Orlando,9123011677,458201994530,DR.Ramesh,male,asthma,Budesonide,109
Nu,Mcnease,Amazonia Film Project,88 Sw 28th Ter,Harrison,6540549973,764976751175,DR.Ramesh,male,viralfever,ibuprofen,102
Daniela,Comnick,Water & Sewer Department,7 Flowers Rd #403,Trenton,8450710030,928542834388,DR.Rajesh,female,lupus,hydroxychloroquine,103
Cecilia,Colaizzo,Switchcraft Inc,4 Nw 12th St #3849,Madison,7219588577,314229023754,DR.Apuroop,female,cancer,Abemaciclib,100
Leslie,Threets,C W D C Metal Fabricators,2 A Kelley Dr,Katonah,7403561523,430175974997,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Nan,Koppinger,"Shimotani, Grace T",88827 Frankford Ave,Greensboro,6535196574,743053709829,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",210
Izetta,Dewar,"Lisatoni, Jean Esq",2 W Scyene Rd #3,Baltimore,9631149716,819439060785,DR.RaviKumar,male,heart attack,Thrombolytics,105
Tegan,Arceo,Ceramic Tile Sales Inc,62260 Park Stre,Monroe Township,8566864181,519841507576,DR.RaviKumar,female,heart attack,Thrombolytics,106
Ruthann,Keener,Maiden Craft Inc,3424 29th St Se,Kerrville,6496232715,970006729550,DR.Ramesh,male,cough&cold,Tessalon Perles,210
Joni,Breland,Carriage House Cllsn Rpr Inc,35 E Main St #43,Elk Grove Village,6090181117,778456747724,DR.Ramesh,female,asthma,Budesonide,105
Vi,Rentfro,Video Workshop,7163 W Clark Rd,Freehold,8832282005,433458639951,DR.Ramesh,male,asthma,Budesonide,106
Colette,Kardas,Fresno Tile Center Inc,21575 S Apple Creek Rd,Omaha,6731153192,148419944138,DR.Ramesh,male,viralfever,ibuprofen,112
Malcolm,Tromblay,Versatile Sash & Woodwork,747 Leonis Blvd,Annandale,7407521195,404216132734,DR.Rajesh,female,lupus,hydroxychloroquine,110
Ryan,Harnos,Warner Electric Brk & Cltch Co,13 Gunnison St,Plano,7268427413,103428502086,DR.Apuroop,female,cancer,Abemaciclib,109
Jess,Chaffins,New York Public Library,18 3rd Ave,New York,6790284972,923422589349,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Sharen,Bourbon,"Mccaleb, John A Esq",62 W Austin St,Syosset,8667242118,461270076409,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",103
Nickolas,Juvera,United Oil Co Inc,177 S Rider Trl #52,Crystal River,7820901365,255143784076,DR.RaviKumar,male,heart attack,Thrombolytics,100
Gary,Nunlee,Irving Foot Center,2 W Mount Royal Ave,Fortville,7588347152,541415814324,DR.RaviKumar,female,heart attack,Thrombolytics,102
Diane,Devreese,Acme Supply Co,1953 Telegraph Rd,Saint Joseph,6167560456,835098612539,DR.Ramesh,male,cough&cold,Tessalon Perles,210
Roslyn,Chavous,"Mcrae, James L",63517 Dupont St,Jackson,7521150863,997474175601,DR.Ramesh,female,asthma,Budesonide,105
Glory,Schieler,Mcgraths Seafood,5 E Truman Rd,Abilene,8051183624,650794453190,DR.Ramesh,male,asthma,Budesonide,106
Rasheeda,Sayaphon,"Kummerer, J Michael Esq",251 Park Ave #979,Saratoga,9900489833,258858686912,DR.Ramesh,male,viralfever,ibuprofen,112
Alpha,Palaia,"Stoffer, James M Jr",43496 Commercial Dr #29,Cherry Hill,9238130991,711413423775,DR.Rajesh,female,lupus,hydroxychloroquine,110
Refugia,Jacobos,North Central Fl Sfty Cncl,2184 Worth St,Hayward,8584787364,821523767403,DR.Apuroop,female,cancer,Abemaciclib,109
Shawnda,Yori,Fiorucci Foods Usa Inc,50126 N Plankinton Ave,Longwood,8324771237,19277494947,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Mona,Delasancha,Sign All,38773 Gravois Ave,Cheyenne,9557393600,292892964517,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",103
Gilma,Liukko,Sammys Steak Den,16452 Greenwich St,Garden City,9451186389,479391570175,DR.RaviKumar,male,heart attack,Thrombolytics,100
Janey,Gabisi,"Dobscha, Stephen F Esq",40 Cambridge Ave,Madison,9067022163,35326035661,DR.RaviKumar,female,heart attack,Thrombolytics,102
Lili,Paskin,Morgan Custom Homes,20113 4th Ave E,Kearny,7514201794,632780318133,DR.Ramesh,male,cough&cold,Tessalon Perles,210
Loren,Asar,Olsen Payne & Company,6 Ridgewood Center Dr,Old Forge,6920264733,813430894328,DR.Ramesh,female,asthma,Budesonide,105
Dorothy,Chesterfield,Cowan & Kelly,469 Outwater Ln,San Diego,6940449486,649848048576,DR.Ramesh,male,asthma,Budesonide,106
Gail,Similton,"Johnson, Wes Esq",62 Monroe St,Thousand Palms,6278939300,94296648537,DR.Ramesh,male,viralfever,ibuprofen,112
Catalina,Tillotson,Icn Pharmaceuticals Inc,3338 A Lockport Pl #6,Margate City,8814146618,119391980625,DR.Rajesh,female,lupus,hydroxychloroquine,110
Lawrence,Lorens,New England Sec Equip Co Inc,9 Hwy,Providence,8748343874,582252292633,DR.Apuroop,female,cancer,Abemaciclib,109
Carlee,Boulter,"Tippett, Troy M Ii",8284 Hart St,Abilene,6874061502,742025391219,DR.Vasavi,female,multiple sclerosis,Corticosteroids,102
Thaddeus,Ankeny,Atc Contracting,5 Washington St #1,Roseville,8226448724,639765928251,DR.Rupesh,female,diabetes,"Sulfonylureas,Meglitinides",103
Jovita,Oles,"Pagano, Philip G Esq",8 S Haven St,Daytona Beach,8138552053,11261958374,DR.RaviKumar,male,heart attack,Thrombolytics,100
Alesia,Hixenbaugh,Kwikprint,9 Front St,Washington,8940575966,101207909650,DR.RaviKumar,female,heart attack,Thrombolytics,102
Lai,Harabedian,Buergi & Madden Scale,1933 Packer Ave #2,Novato,6560508017,239704892095,DR.Ramesh,male,cough&cold,Tessalon Perles,210
Brittni,Gillaspie,Inner Label,67 Rv Cent,Boise,9948417457,500949774364,DR.Ramesh,female,asthma,Budesonide,105
Raylene,Kampa,Hermar Inc,2 Sw Nyberg Rd,Elkhart,7069670035,756611258798,DR.Ramesh,male,asthma,Budesonide,106
Flo,Bookamer,Simonton Howe & Schneider Pc,89992 E 15th St,Alliance,8657452549,680387285457,DR.Ramesh,male,viralfever,ibuprofen,112
Jani,Biddy,Warehouse Office & Paper Prod,61556 W 20th Ave,Seattle,8028756660,649272591001,DR.Rajesh,female,lupus,hydroxychloroquine,110
Chauncey,Motley,Affiliated With Travelodge,63 E Aurora Dr,Orlando,9152022354,936801666196,DR.Apuroop,female,cancer,Abemaciclib,109
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
